order_line_id,order_id,order_date,customer_id,repeat_customer,region,channel,acquisition_source,campaign,category,size,color,print_type,design_theme,dtf_supplier,dtf_area_cm2,dtf_cost_per_cm2_ars,base_cost_ars,labor_cost_ars,packaging_cost_ars,shipping_method,shipping_cost_ars,units,price_list_unit_ars,discount_pct,unit_price_final_ars,order_total_ars,cogs_unit_ars,profit_unit_ars,profit_total_ars,delivery_time_days,payment_method,was_returned,defect_type,customer_rating
1337,1275,2024-05-07,CUST0286,0,CABA,Instagram,IG Orgánico,HotSaleMay,Remera mujer,XL,Negro,DTF,Rock,Proveedor B,247,8.32,6576.0,2453.0,451.0,Mensajería CABA,2148.0,1,22110.0,0.116,19550.0,19550.0,13681.33,5868.67,5868.67,4,MercadoPago,0,Ninguno,4.3
729,696,2024-05-08,CUST0002,1,GBA Sur,Feria,Feria,HotSaleMay,Remera unisex,L,Gris,DTF UV,Conurbano Nipón,Proveedor C,256,9.85,8954.0,2653.0,526.0,Moto GBA,2558.0,1,29280.0,0.088,26710.0,26710.0,17210.7,9499.3,9499.3,7,Crédito,0,Ninguno,4.6
1257,1202,2024-05-08,CUST0028,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Remera unisex,S,Rojo,DTF,Vintage,Proveedor A,301,9.29,7274.0,2421.0,657.0,Correo Argentino,4669.0,1,27280.0,0.177,22440.0,22440.0,17817.26,4622.74,4622.74,5,MercadoPago,0,Ninguno,4.8
1296,1236,2024-05-08,CUST0001,1,Interior,Instagram,Feria,HotSaleMay,Remera unisex,M,Rojo,DTF,Conurbano Nipón,Proveedor A,234,9.14,7103.0,3705.0,594.0,Mensajería CABA,3859.0,1,27770.0,0.217,21730.0,21730.0,17402.53,4327.47,4327.47,4,Efectivo,0,Ninguno,4.7
1439,1370,2024-05-08,CUST0378,0,Quilmes,Instagram,IG Orgánico,HotSaleMay,Buzo canguro,XL,Azul,DTF,Minimalista,Proveedor A,254,9.13,21393.0,3344.0,629.0,Retiro,0.0,1,40610.0,0.081,37330.0,37330.0,27681.75,9648.25,9648.25,2,Efectivo,0,Ninguno,4.3
1627,1556,2024-05-08,CUST0001,1,GBA Sur,WhatsApp,Google Search,HotSaleMay,Buzo canguro,L,Azul,DTF,Conurbano Nipón,Proveedor C,294,10.3,24770.0,3148.0,579.0,Correo Argentino,3297.0,3,48770.0,0.0,48770.0,146310.0,32621.41,16148.59,48445.76,9,Débito,0,Ninguno,4.0
1906,1826,2024-05-09,CUST0006,1,GBA Sur,WhatsApp,Feria,HotSaleMay,Buzo canguro,L,Negro,Serigrafía,Rock,Proveedor B,307,8.68,21876.0,2599.0,403.0,Retiro,0.0,1,42120.0,0.0,42120.0,42120.0,27546.59,14573.41,14573.41,2,Débito,0,Ninguno,4.1
855,820,2024-05-10,CUST0001,1,GBA Sur,WhatsApp,IG Orgánico,HotSaleMay,Remera mujer,M,Blanco,DTF,Rock,Proveedor C,230,9.49,8006.0,2349.0,325.0,Moto GBA,1851.0,1,21850.0,0.0,21850.0,21850.0,14713.05,7136.95,7136.95,7,MercadoPago,0,Ninguno,4.0
896,858,2024-05-10,CUST0188,0,Quilmes,Instagram,Google Search,HotSaleMay,Remera unisex,S,Negro,DTF,Minimalista,Proveedor A,278,9.47,6276.0,3161.0,320.0,Retiro,0.0,1,20030.0,0.22,15630.0,15630.0,12388.74,3241.26,3241.26,1,Débito,0,Ninguno,4.8
1411,1344,2024-05-10,CUST0004,1,Quilmes,Feria,IG Ads,HotSaleMay,Remera unisex,S,Azul,DTF,Rock,Proveedor C,242,11.34,7925.0,2787.0,475.0,Retiro,0.0,4,21100.0,0.215,16550.0,66200.0,13932.85,2617.15,10468.61,4,Débito,0,Ninguno,4.4
1821,1744,2024-05-10,CUST0003,1,CABA,TiendaNube,IG Ads,HotSaleMay,Tote bag,S,Negro,DTF UV,Rock,Proveedor A,222,8.72,3035.0,3776.0,541.0,Correo Argentino,4356.0,1,23380.0,0.186,19040.0,19040.0,13646.11,5393.89,5393.89,6,MercadoPago,0,Ninguno,4.6
1894,1814,2024-05-10,CUST0004,1,CABA,Instagram,IG Ads,HotSaleMay,Remera mujer,XL,Blanco,DTF,Conurbano Nipón,Proveedor C,157,10.78,6155.0,3905.0,877.0,Moto GBA,3744.0,1,26190.0,0.119,23080.0,23080.0,16370.91,6709.09,6709.09,6,Débito,0,Ninguno,4.2
607,578,2024-05-11,CUST0001,1,CABA,TiendaNube,IG Orgánico,HotSaleMay,Oversize,L,Rojo,DTF,Tipográfica,Proveedor A,282,8.7,10082.0,2037.0,735.0,Correo Argentino,3974.0,1,29190.0,0.099,26300.0,26300.0,19278.27,7021.73,7021.73,6,MercadoPago,0,Ninguno,4.7
901,863,2024-05-11,CUST0001,1,GBA Sur,Instagram,IG Orgánico,HotSaleMay,Remera mujer,XL,Negro,DTF,Tango,Proveedor C,117,10.36,6316.0,3807.0,490.0,Mensajería CABA,3742.0,2,22300.0,0.098,20110.0,40220.0,13694.41,6415.59,12831.18,5,Efectivo,1,Color shift,3.4
945,904,2024-05-11,CUST0052,1,Quilmes,Feria,IG Ads,HotSaleMay,Remera mujer,M,Negro,DTF,Rock,Proveedor B,200,8.19,8099.0,1886.0,347.0,Moto GBA,2142.0,1,21510.0,0.108,19180.0,19180.0,14113.19,5066.81,5066.81,5,Efectivo,0,Ninguno,4.6
622,593,2024-05-12,CUST0230,0,Quilmes,Feria,IG Ads,HotSaleMay,Remera mujer,XL,Negro,DTF UV,Minimalista,Proveedor C,254,10.25,7488.0,2165.0,590.0,Correo Argentino,3731.0,1,25740.0,0.11,22920.0,22920.0,16573.99,6346.01,6346.01,7,MercadoPago,0,Ninguno,3.3
853,818,2024-05-12,CUST0001,1,Quilmes,Feria,Google Search,HotSaleMay,Oversize,XL,Azul,DTF,Conurbano Nipón,Proveedor A,274,9.79,9078.0,3495.0,522.0,Correo Argentino,4848.0,2,31080.0,0.0,31080.0,62160.0,18198.9,12881.1,25762.21,7,Transferencia,0,Ninguno,4.0
1667,1595,2024-05-12,CUST0121,1,Quilmes,Feria,Boca a boca,HotSaleMay,Oversize,L,Blanco,DTF,Rock,Proveedor C,257,11.22,8367.0,2879.0,629.0,Retiro,0.0,2,22410.0,0.11,19950.0,39900.0,14761.85,5188.15,10376.29,4,Crédito,0,Ninguno,4.2
643,614,2024-05-13,CUST0065,1,Quilmes,TiendaNube,IG Ads,HotSaleMay,Remera mujer,L,Rojo,DTF UV,Rock,Proveedor A,149,9.51,6437.0,3730.0,332.0,Retiro,0.0,3,19650.0,0.188,15950.0,47850.0,11912.92,4037.08,12111.24,2,Débito,0,Ninguno,4.2
1362,1299,2024-05-13,CUST0002,1,CABA,Instagram,IG Ads,HotSaleMay,Remera mujer,M,Negro,DTF,Vintage,Proveedor A,152,8.75,6042.0,3217.0,356.0,Correo Argentino,3062.0,1,24360.0,0.0,24360.0,24360.0,14008.21,10351.79,10351.79,6,Débito,0,Ninguno,4.5
14,13,2024-05-14,CUST0001,1,Quilmes,Instagram,IG Ads,HotSaleMay,Remera mujer,XL,Rojo,Serigrafía,Tipográfica,Proveedor A,195,9.62,6260.0,2834.0,465.0,Retiro,0.0,2,17650.0,0.246,13320.0,26640.0,11436.04,1883.96,3767.92,2,Débito,0,Ninguno,4.6
562,533,2024-05-14,CUST0032,1,CABA,Instagram,IG Orgánico,HotSaleMay,Tote bag,M,Negro,DTF,Minimalista,Proveedor A,216,9.09,4195.0,2089.0,899.0,Retiro,0.0,1,16250.0,0.224,12610.0,12610.0,9149.95,3460.05,3460.05,3,Transferencia,0,Ninguno,4.7
1233,1179,2024-05-14,CUST0002,1,Interior,Feria,IG Orgánico,HotSaleMay,Remera unisex,XL,Gris,DTF,Tango,Proveedor B,238,8.48,6472.0,1762.0,553.0,Mensajería CABA,3879.0,2,21530.0,0.162,18050.0,36100.0,12742.59,5307.41,10614.82,5,MercadoPago,0,Ninguno,4.3
1556,1485,2024-05-14,CUST0016,1,CABA,Feria,IG Ads,HotSaleMay,Oversize,L,Rojo,DTF,Rock,Proveedor A,231,9.3,10381.0,2598.0,837.0,Mensajería CABA,2499.0,1,32340.0,0.247,24360.0,24360.0,18462.22,5897.78,5897.78,3,Débito,0,Ninguno,4.9
1872,1795,2024-05-14,CUST0001,1,GBA Sur,Instagram,IG Orgánico,HotSaleMay,Remera mujer,M,Negro,Serigrafía,Conurbano Nipón,Proveedor B,182,8.95,6852.0,1724.0,369.0,Correo Argentino,4261.0,1,23270.0,0.12,20480.0,20480.0,14832.5,5647.5,5647.5,7,Transferencia,0,Ninguno,4.2
298,285,2024-05-15,CUST0001,1,CABA,Instagram,IG Orgánico,HotSaleMay,Remera mujer,L,Negro,Serigrafía,Vintage,Proveedor B,201,8.43,6108.0,3402.0,431.0,Retiro,0.0,1,17230.0,0.0,17230.0,17230.0,11632.69,5597.31,5597.31,3,MercadoPago,0,Ninguno,4.8
974,463,2024-05-15,CUST0041,1,Quilmes,Feria,IG Ads,HotSaleMay,Oversize,M,Negro,Serigrafía,Minimalista,Proveedor C,239,10.49,7844.0,2981.0,752.0,Moto GBA,2714.0,1,26400.0,0.166,22030.0,22030.0,16796.87,5233.13,5233.13,6,Débito,0,Ninguno,4.7
1459,1390,2024-05-15,CUST0030,1,CABA,TiendaNube,IG Orgánico,HotSaleMay,Tote bag,XXL,Azul,DTF,Tango,Proveedor B,237,8.29,3449.0,2208.0,613.0,Moto GBA,4168.0,1,21020.0,0.232,16150.0,16150.0,12400.38,3749.62,3749.62,4,MercadoPago,0,Ninguno,5.0
1752,1677,2024-05-15,CUST0290,1,Quilmes,Feria,Boca a boca,HotSaleMay,Buzo canguro,M,Rojo,DTF,Conurbano Nipón,Proveedor B,254,8.25,24073.0,3065.0,684.0,Correo Argentino,3726.0,3,50620.0,0.199,40550.0,121650.0,31160.1,9389.9,28169.71,7,MercadoPago,0,Ninguno,4.9
1575,1504,2024-05-16,CUST0223,0,GBA Sur,WhatsApp,IG Orgánico,HotSaleMay,Buzo canguro,L,Negro,DTF,Tipográfica,Proveedor C,374,10.28,21819.0,2296.0,546.0,Retiro,0.0,1,43590.0,0.134,37750.0,37750.0,28503.09,9246.91,9246.91,4,MercadoPago,0,Ninguno,4.5
1708,1635,2024-05-16,CUST0002,1,GBA Sur,Instagram,Boca a boca,HotSaleMay,Tote bag,M,Negro,DTF,Rock,Proveedor A,275,9.22,4186.0,3664.0,887.0,Mensajería CABA,3849.0,1,26950.0,0.0,26950.0,26950.0,15121.82,11828.18,11828.18,3,Crédito,0,Ninguno,4.8
1079,1034,2024-05-17,CUST0001,1,CABA,WhatsApp,IG Ads,HotSaleMay,Remera unisex,XL,Negro,DTF,Conurbano Nipón,Proveedor A,240,9.04,8839.0,3351.0,738.0,Retiro,0.0,2,24750.0,0.192,20010.0,40020.0,15092.64,4917.36,9834.72,2,Transferencia,0,Ninguno,4.4
1324,1263,2024-05-17,CUST0012,1,GBA Sur,TiendaNube,Boca a boca,HotSaleMay,Remera unisex,M,Gris,DTF,Conurbano Nipón,Proveedor C,202,10.16,8847.0,3015.0,654.0,Moto GBA,2812.0,1,28280.0,0.187,23000.0,23000.0,17379.1,5620.9,5620.9,7,Transferencia,0,Ninguno,4.2
1011,967,2024-05-18,CUST0009,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Remera mujer,L,Negro,Serigrafía,Tipográfica,Proveedor B,152,8.16,6993.0,3198.0,689.0,Retiro,0.0,2,17590.0,0.203,14020.0,28040.0,12123.19,1896.81,3793.62,4,MercadoPago,1,Pegado,4.1
1097,1052,2024-05-18,CUST0805,0,Quilmes,TiendaNube,Google Search,HotSaleMay,Oversize,M,Negro,DTF,Minimalista,Proveedor B,218,8.79,7512.0,3069.0,359.0,Correo Argentino,2903.0,1,27040.0,0.0,27040.0,27040.0,15762.31,11277.69,11277.69,7,Crédito,0,Ninguno,4.0
1134,1085,2024-05-18,CUST0009,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Oversize,L,Negro,DTF,Minimalista,Proveedor B,331,8.71,10901.0,2548.0,316.0,Retiro,0.0,1,26500.0,0.126,23160.0,23160.0,16644.19,6515.81,6515.81,4,Débito,0,Ninguno,4.8
1216,1163,2024-05-18,CUST0001,1,Quilmes,WhatsApp,Boca a boca,HotSaleMay,Remera unisex,M,Blanco,DTF,Conurbano Nipón,Proveedor A,175,8.81,7064.0,3497.0,681.0,Moto GBA,2048.0,1,25770.0,0.149,21930.0,21930.0,14834.06,7095.94,7095.94,4,MercadoPago,0,Ninguno,4.3
1952,1868,2024-05-18,CUST0116,1,CABA,Instagram,IG Orgánico,HotSaleMay,Remera unisex,L,Negro,DTF,Vintage,Proveedor C,180,10.23,6563.0,3783.0,890.0,Moto GBA,3923.0,1,29720.0,0.226,22990.0,22990.0,16994.95,5995.05,5995.05,6,MercadoPago,0,Ninguno,3.1
132,126,2024-05-19,CUST0001,1,CABA,Instagram,Boca a boca,HotSaleMay,Remera unisex,M,Blanco,Serigrafía,Rock,Proveedor A,154,8.36,7845.0,3743.0,718.0,Retiro,0.0,3,23180.0,0.198,18590.0,55770.0,13593.59,4996.41,14989.24,1,MercadoPago,0,Ninguno,4.5
469,445,2024-05-19,CUST0006,1,Quilmes,TiendaNube,Google Search,HotSaleMay,Buzo canguro,L,Blanco,DTF,Rock,Proveedor B,341,8.72,24367.0,2991.0,404.0,Correo Argentino,3040.0,1,54690.0,0.183,44670.0,44670.0,33775.42,10894.58,10894.58,7,MercadoPago,1,Pegado,3.8
880,842,2024-05-19,CUST0001,1,Quilmes,TiendaNube,IG Orgánico,HotSaleMay,Tote bag,M,Negro,DTF,Conurbano Nipón,Proveedor A,272,9.12,4321.0,3790.0,559.0,Retiro,0.0,1,18700.0,0.135,16170.0,16170.0,11146.19,5023.81,5023.81,2,MercadoPago,0,Ninguno,4.4
1113,1067,2024-05-19,CUST0034,1,GBA Sur,WhatsApp,IG Ads,HotSaleMay,Remera unisex,S,Gris,DTF,Rock,Proveedor B,179,8.19,6363.0,3258.0,608.0,Mensajería CABA,3316.0,1,24660.0,0.083,22610.0,22610.0,15011.02,7598.98,7598.98,5,Crédito,0,Ninguno,4.6
214,205,2024-05-20,CUST0639,0,GBA Sur,Instagram,IG Ads,HotSaleMay,Oversize,XXL,Gris,DTF,Minimalista,Proveedor A,254,9.32,7733.0,3763.0,473.0,Correo Argentino,4143.0,2,25970.0,0.0,25970.0,51940.0,16409.87,9560.13,19120.27,4,MercadoPago,0,Ninguno,4.2
831,796,2024-05-20,CUST0006,1,Quilmes,Feria,Google Search,HotSaleMay,Remera unisex,M,Blanco,DTF,Vintage,Proveedor C,201,9.97,6396.0,2358.0,861.0,Correo Argentino,4768.0,3,19890.0,0.201,15890.0,47670.0,13207.93,2682.07,8046.2,8,Crédito,0,Ninguno,3.7
1112,1066,2024-05-20,CUST0002,1,GBA Sur,TiendaNube,Google Search,HotSaleMay,Remera unisex,M,Azul,DTF,Rock,Proveedor A,220,8.79,7980.0,3246.0,813.0,Retiro,0.0,1,22220.0,0.099,20020.0,20020.0,13972.56,6047.44,6047.44,1,Débito,0,Ninguno,4.1
1840,1763,2024-05-20,CUST0027,1,CABA,WhatsApp,Google Search,HotSaleMay,Remera unisex,L,Gris,DTF,Vintage,Proveedor B,148,8.62,7471.0,2330.0,593.0,Mensajería CABA,2234.0,1,22350.0,0.097,20180.0,20180.0,13899.61,6280.39,6280.39,4,MercadoPago,0,Ninguno,4.3
125,119,2024-05-21,CUST0908,0,Quilmes,Feria,Google Search,HotSaleMay,Remera unisex,M,Azul,DTF,Tango,Proveedor B,258,9.32,6274.0,3099.0,883.0,Correo Argentino,3641.0,3,22370.0,0.14,19250.0,57750.0,13873.05,5376.95,16130.85,5,Efectivo,0,Ninguno,4.0
174,168,2024-05-21,CUST0147,1,Quilmes,WhatsApp,Google Search,HotSaleMay,Remera unisex,XXL,Rojo,Serigrafía,Conurbano Nipón,Proveedor A,209,8.61,7667.0,3645.0,632.0,Mensajería CABA,4511.0,1,27240.0,0.129,23740.0,23740.0,18257.56,5482.44,5482.44,3,MercadoPago,0,Ninguno,4.5
1493,1423,2024-05-21,CUST0200,0,Quilmes,WhatsApp,IG Orgánico,HotSaleMay,Remera mujer,M,Blanco,Serigrafía,Tipográfica,Proveedor B,150,8.38,8483.0,2541.0,742.0,Retiro,0.0,1,21180.0,0.0,21180.0,21180.0,13020.58,8159.42,8159.42,3,Crédito,1,Pegado,3.1
1603,1532,2024-05-21,CUST0001,1,Quilmes,Instagram,IG Ads,HotSaleMay,Tote bag,M,Blanco,DTF,Rock,Proveedor B,242,8.87,3912.0,3677.0,868.0,Correo Argentino,3494.0,2,23140.0,0.177,19050.0,38100.0,12348.33,6701.67,13403.33,8,Débito,0,Ninguno,4.5
109,52,2024-05-22,CUST0002,1,CABA,TiendaNube,IG Orgánico,HotSaleMay,Remera mujer,M,Rojo,DTF,Rock,Proveedor B,171,8.78,6952.0,2509.0,369.0,Retiro,0.0,2,18790.0,0.249,14100.0,28200.0,11329.28,2770.72,5541.44,2,MercadoPago,0,Ninguno,4.2
543,516,2024-05-22,CUST0131,1,CABA,Instagram,Feria,HotSaleMay,Oversize,XXL,Negro,DTF,Rock,Proveedor C,282,10.07,7566.0,2700.0,530.0,Correo Argentino,4308.0,1,27740.0,0.1,24980.0,24980.0,17945.0,7035.0,7035.0,7,Crédito,0,Ninguno,3.8
777,743,2024-05-22,CUST0001,1,Interior,Instagram,Boca a boca,HotSaleMay,Remera mujer,S,Negro,DTF,Conurbano Nipón,Proveedor A,272,9.19,6994.0,3213.0,590.0,Moto GBA,3427.0,1,26090.0,0.159,21950.0,21950.0,16722.52,5227.48,5227.48,4,Débito,0,Ninguno,4.5
1232,1178,2024-05-22,CUST0014,1,Quilmes,WhatsApp,IG Ads,HotSaleMay,Oversize,L,Azul,DTF,Conurbano Nipón,Proveedor A,239,8.28,10763.0,1583.0,534.0,Moto GBA,2160.0,1,29380.0,0.244,22200.0,22200.0,17014.37,5185.63,5185.63,4,MercadoPago,0,Ninguno,4.1
1333,1271,2024-05-22,CUST0001,1,GBA Sur,Instagram,Google Search,HotSaleMay,Buzo canguro,L,Blanco,DTF,Minimalista,Proveedor A,239,9.33,18910.0,3731.0,812.0,Retiro,0.0,1,39280.0,0.0,39280.0,39280.0,25683.19,13596.81,13596.81,1,MercadoPago,0,Ninguno,4.3
1555,1484,2024-05-22,CUST0001,1,CABA,TiendaNube,Boca a boca,HotSaleMay,Oversize,XL,Negro,Serigrafía,Vintage,Proveedor A,227,8.52,8946.0,3571.0,468.0,Moto GBA,3946.0,2,28830.0,0.1,25930.0,51860.0,16887.73,9042.27,18084.55,3,Crédito,0,Ninguno,4.8
881,843,2024-05-23,CUST0003,1,GBA Sur,Instagram,Boca a boca,HotSaleMay,Remera mujer,L,Rojo,DTF,Conurbano Nipón,Proveedor A,166,8.78,8440.0,3756.0,794.0,Mensajería CABA,3231.0,1,28180.0,0.0,28180.0,28180.0,17674.96,10505.04,10505.04,2,Crédito,0,Ninguno,3.8
1033,989,2024-05-23,CUST0048,1,GBA Sur,WhatsApp,IG Ads,HotSaleMay,Remera mujer,M,Negro,DTF,Vintage,Proveedor A,94,9.04,8486.0,3253.0,538.0,Moto GBA,3207.0,1,27530.0,0.156,23230.0,23230.0,16330.52,6899.48,6899.48,3,MercadoPago,0,Ninguno,4.4
1090,1045,2024-05-23,CUST0002,1,CABA,Instagram,IG Orgánico,HotSaleMay,Oversize,L,Negro,Serigrafía,Tipográfica,Proveedor B,286,8.72,7788.0,1977.0,831.0,Correo Argentino,4920.0,1,31300.0,0.0,31300.0,31300.0,18010.96,13289.04,13289.04,7,MercadoPago,0,Ninguno,4.3
1095,1050,2024-05-23,CUST0001,1,GBA Sur,Instagram,IG Ads,HotSaleMay,Remera mujer,XL,Blanco,DTF UV,Minimalista,Proveedor C,281,9.83,8568.0,3488.0,757.0,Mensajería CABA,4139.0,1,32900.0,0.12,28970.0,28970.0,19709.68,9260.32,9260.32,4,Débito,0,Ninguno,4.1
1581,1510,2024-05-23,CUST0006,1,Quilmes,Instagram,Boca a boca,HotSaleMay,Remera unisex,S,Gris,DTF,Minimalista,Proveedor C,236,10.32,7251.0,2360.0,481.0,Retiro,0.0,1,21210.0,0.098,19130.0,19130.0,12526.71,6603.29,6603.29,4,MercadoPago,0,Ninguno,4.3
745,712,2024-05-24,CUST0016,1,GBA Sur,Instagram,IG Ads,HotSaleMay,Remera mujer,XL,Negro,DTF,Conurbano Nipón,Proveedor B,142,9.08,7928.0,2512.0,889.0,Correo Argentino,4081.0,1,28990.0,0.12,25510.0,25510.0,16699.89,8810.11,8810.11,6,MercadoPago,0,Ninguno,4.4
1047,1002,2024-05-24,CUST0004,1,GBA Sur,WhatsApp,Boca a boca,HotSaleMay,Remera unisex,S,Negro,DTF,Conurbano Nipón,Proveedor A,218,8.48,7337.0,3234.0,515.0,Moto GBA,2193.0,1,26290.0,0.13,22880.0,22880.0,15131.18,7748.82,7748.82,2,Débito,0,Ninguno,4.4
1072,1027,2024-05-24,CUST0015,1,CABA,Feria,IG Ads,HotSaleMay,Tote bag,XL,Negro,DTF,Rock,Proveedor A,250,9.6,3936.0,1666.0,434.0,Mensajería CABA,2746.0,1,18420.0,0.196,14810.0,14810.0,11179.47,3630.53,3630.53,4,MercadoPago,0,Ninguno,3.9
1609,1538,2024-05-24,CUST0373,1,Quilmes,WhatsApp,IG Orgánico,HotSaleMay,Remera unisex,M,Azul,DTF,Minimalista,Proveedor A,206,9.27,8254.0,3468.0,640.0,Correo Argentino,4594.0,1,30510.0,0.107,27260.0,27260.0,18865.07,8394.93,8394.93,4,Débito,0,Ninguno,4.4
1636,1565,2024-05-25,CUST0006,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Remera mujer,XL,Negro,DTF,Minimalista,Proveedor A,148,8.61,6622.0,2094.0,432.0,Mensajería CABA,3845.0,1,21840.0,0.248,16430.0,16430.0,14263.71,2166.29,2166.29,3,MercadoPago,0,Ninguno,4.4
216,105,2024-05-26,CUST0002,1,GBA Sur,TiendaNube,Google Search,HotSaleMay,Buzo canguro,L,Negro,DTF,Tango,Proveedor A,368,9.76,24962.0,3780.0,621.0,Retiro,0.0,1,51230.0,0.221,39890.0,39890.0,32959.99,6930.01,6930.01,1,Crédito,0,Ninguno,5.0
159,153,2024-05-26,CUST0005,1,GBA Sur,TiendaNube,IG Orgánico,HotSaleMay,Tote bag,M,Gris,DTF,Tango,Proveedor A,277,8.88,4087.0,3605.0,547.0,Correo Argentino,3248.0,1,24450.0,0.124,21410.0,21410.0,13947.44,7462.56,7462.56,6,MercadoPago,0,Ninguno,4.0
664,635,2024-05-26,CUST0025,1,GBA Sur,TiendaNube,Boca a boca,HotSaleMay,Remera mujer,L,Blanco,DTF,Rock,Proveedor A,185,8.57,6714.0,2260.0,501.0,Mensajería CABA,3798.0,1,23710.0,0.141,20360.0,20360.0,14854.31,5505.69,5505.69,3,MercadoPago,0,Ninguno,3.8
1370,1307,2024-05-26,CUST0029,1,GBA Sur,Instagram,Google Search,HotSaleMay,Tote bag,M,Blanco,DTF,Tango,Proveedor A,229,8.67,3705.0,2951.0,516.0,Moto GBA,2554.0,1,20130.0,0.158,16960.0,16960.0,11708.31,5251.69,5251.69,2,MercadoPago,0,Ninguno,4.7
1391,1325,2024-05-26,CUST0002,1,Interior,Instagram,Boca a boca,HotSaleMay,Remera unisex,S,Negro,DTF,Vintage,Proveedor B,240,8.25,8699.0,2497.0,788.0,Mensajería CABA,4136.0,1,27150.0,0.0,27150.0,27150.0,18098.51,9051.49,9051.49,4,Efectivo,0,Ninguno,4.7
1491,1421,2024-05-26,CUST0001,1,GBA Sur,Instagram,IG Orgánico,HotSaleMay,Tote bag,XL,Blanco,Serigrafía,Vintage,Proveedor B,213,7.79,3741.0,3120.0,623.0,Retiro,0.0,1,15840.0,0.094,14350.0,14350.0,9147.19,5202.81,5202.81,4,MercadoPago,0,Ninguno,4.6
1562,1491,2024-05-26,CUST0100,1,Quilmes,TiendaNube,Boca a boca,HotSaleMay,Remera unisex,M,Negro,DTF,Conurbano Nipón,Proveedor A,210,8.74,8210.0,1536.0,812.0,Mensajería CABA,4726.0,1,27670.0,0.0,27670.0,27670.0,17115.87,10554.13,10554.13,3,MercadoPago,1,Deformación,4.0
152,146,2024-05-27,CUST0001,1,CABA,Instagram,IG Ads,HotSaleMay,Remera unisex,M,Gris,DTF,Vintage,Proveedor A,274,9.22,7471.0,3343.0,626.0,Correo Argentino,3751.0,1,30960.0,0.131,26900.0,26900.0,17716.42,9183.58,9183.58,7,MercadoPago,0,Ninguno,3.1
888,850,2024-05-27,CUST0004,1,CABA,Feria,IG Ads,HotSaleMay,Remera mujer,M,Negro,DTF,Tipográfica,Proveedor A,189,8.84,8256.0,3089.0,396.0,Retiro,0.0,4,19650.0,0.179,16140.0,64560.0,13411.44,2728.56,10914.23,1,Crédito,0,Ninguno,4.5
1067,1022,2024-05-27,CUST0001,1,Quilmes,WhatsApp,IG Orgánico,HotSaleMay,Remera unisex,L,Negro,DTF,Conurbano Nipón,Proveedor B,207,8.88,6377.0,3866.0,301.0,Moto GBA,2193.0,3,22800.0,0.0,22800.0,68400.0,13117.49,9682.51,29047.54,5,MercadoPago,1,Deformación,3.6
1720,1647,2024-05-27,CUST0002,1,CABA,Instagram,Feria,HotSaleMay,Remera mujer,S,Azul,DTF,Conurbano Nipón,Proveedor B,204,8.6,7231.0,3889.0,861.0,Retiro,0.0,3,21100.0,0.146,18010.0,54030.0,13736.43,4273.57,12820.71,3,Crédito,0,Ninguno,4.7
190,182,2024-05-28,CUST0023,1,GBA Sur,Feria,IG Orgánico,HotSaleMay,Remera unisex,M,Azul,DTF,Vintage,Proveedor A,199,9.37,7827.0,2837.0,596.0,Mensajería CABA,4255.0,4,23950.0,0.221,18660.0,74640.0,14188.48,4471.52,17886.1,3,MercadoPago,0,Ninguno,4.7
586,557,2024-05-28,CUST0016,1,GBA Sur,TiendaNube,IG Ads,HotSaleMay,Remera mujer,M,Blanco,DTF UV,Conurbano Nipón,Proveedor C,171,10.85,8730.0,2587.0,737.0,Retiro,0.0,3,21340.0,0.116,18860.0,56580.0,13909.66,4950.34,14851.02,4,MercadoPago,0,Ninguno,4.6
1754,840,2024-05-28,CUST0028,1,CABA,Feria,IG Ads,HotSaleMay,Remera unisex,M,Blanco,DTF,Minimalista,Proveedor A,184,8.57,7233.0,3404.0,611.0,Correo Argentino,2602.0,1,24520.0,0.111,21810.0,21810.0,15425.14,6384.86,6384.86,6,MercadoPago,1,Deformación,2.7
1846,1769,2024-05-28,CUST0021,1,GBA Sur,Instagram,Boca a boca,HotSaleMay,Remera unisex,S,Blanco,DTF,Conurbano Nipón,Proveedor C,172,11.3,6516.0,2415.0,852.0,Moto GBA,2113.0,1,21920.0,0.102,19690.0,19690.0,13840.0,5850.0,5850.0,5,MercadoPago,0,Ninguno,5.0
156,150,2024-05-29,CUST0002,1,Quilmes,Instagram,IG Orgánico,HotSaleMay,Remera mujer,M,Rojo,DTF,Rock,Proveedor A,225,8.61,6268.0,2485.0,305.0,Moto GBA,2791.0,1,22860.0,0.093,20740.0,20740.0,13784.93,6955.07,6955.07,3,Transferencia,0,Ninguno,4.4
226,216,2024-05-29,CUST0006,1,GBA Sur,Feria,Boca a boca,HotSaleMay,Oversize,L,Blanco,Serigrafía,Rock,Proveedor A,248,9.47,9431.0,2983.0,495.0,Mensajería CABA,4565.0,1,30250.0,0.185,24660.0,24660.0,19823.87,4836.13,4836.13,3,Transferencia,0,Ninguno,4.2
